Age_teen,Gender_teen,Country_teen,School_Grade,Avg_Daily_Usage_Hours_teen,Sleep_Hours_Per_Night_teen,Affects_Academic_Performance_teen,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addicted_Score_teen,Age_social,Gender_social,Academic_Level,Country_social,Avg_Daily_Usage_Hours_social,Most_Used_Platform,Affects_Academic_Performance_social,Sleep_Hours_Per_Night_social,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score_social
16,Male,South Dawn,11th,8.4,7.7,99,5,0.4,6,5,4,1,0.3,143,6,2.7,0.8,0.9,Gaming,1,8.1,10,20,Female,Undergraduate,Australia,4.6,Instagram,No,7.3,7,Single,2,5
19,Other,Lake Janetborough,10th,6.2,7.9,79,5,2.6,1,4,2,0,0.7,71,17,0.9,0.6,0.2,Gaming,10,8.1,8.6,22,Male,Graduate,Germany,4.1,Facebook,No,7.7,8,In Relationship,2,4
16,Female,East Kyle,8th,4.8,5.4,82,2,1.3,5,8,2,0,0.9,39,14,1.4,1.6,0.5,Gaming,7,7.9,8.7,19,Female,Undergraduate,Japan,3.7,LINE,No,7.8,8,Single,1,3
17,Female,Port Marcus,8th,8,7.7,75,1,1,4,6,4,0,0.2,107,11,2.7,1.3,1.6,Social Media,3,5.3,10,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7
13,Female,West Carlos,12th,6.7,3.5,74,10,0,2,7,3,1,0.6,70,11,0.4,1,0.2,Social Media,7,7.1,10,20,Female,Undergraduate,South Korea,5.1,KakaoTalk,Yes,6.6,6,In Relationship,3,6
19,Other,East Paula,8th,7.2,4.4,52,5,0.1,6,2,9,0,0.5,50,13,1.5,0.3,0,Browsing,5,6.4,10,22,Male,Graduate,Russia,4.7,VKontakte,No,7.3,7,Single,2,5
17,Female,New Rebeccamouth,11th,6,5.6,89,5,0.9,1,7,8,0,1.6,112,19,2.7,1.8,1.1,Social Media,7,4.7,10,19,Female,Undergraduate,USA,6.9,TikTok,Yes,5.7,4,In Relationship,4,9
17,Other,Port Lindseyberg,9th,7.4,4.6,86,6,0,8,3,9,1,1.6,90,20,2.3,1.3,0,Social Media,2,7,10,21,Male,Graduate,UK,5.7,Instagram,Yes,6.4,6,Single,3,7
15,Female,South Steven,9th,7.5,8.5,82,7,1.2,3,9,8,0,2.2,45,15,2.2,0.7,1.1,Gaming,3,6.2,10,20,Female,Undergraduate,Australia,4.8,Facebook,No,7.2,7,In Relationship,2,5
16,Male,Aprilburgh,7th,7,6.8,77,9,0,10,6,9,0,0.6,140,10,3.4,1.4,1.1,Social Media,6,5.1,10,22,Male,Graduate,Germany,3.9,Instagram,No,7.8,8,Single,1,4
15,Female,East Kelly,10th,5.8,7.3,77,10,0.4,10,3,7,1,1.2,74,8,2,1.5,2.1,Education,8,5.9,8.7,19,Female,Undergraduate,Japan,3.6,LINE,No,8.1,8,Single,1,3
13,Female,Lake Brandonburgh,7th,3.9,8,57,9,0.4,1,5,6,0,2.1,92,10,2.4,0,0.7,Other,1,7.3,6.1,21,Male,Graduate,Italy,5.6,TikTok,Yes,6.6,5,In Relationship,3,8
17,Other,Lake Rebecca,11th,5.3,6.2,91,6,1.3,6,10,7,0,0.8,143,16,1.7,0.2,0.7,Social Media,2,7.3,10,20,Female,Undergraduate,South Korea,4.9,KakaoTalk,Yes,6.9,6,Single,3,6
14,Male,Lisaland,9th,3,5.6,77,1,0.4,7,7,6,0,1.4,27,17,4,0.9,0.9,Education,1,5.3,9,22,Male,Graduate,Russia,4.6,VKontakte,No,7.5,7,In Relationship,2,5
18,Male,Lake Tonyfort,11th,4.2,6.2,58,4,0.8,6,5,10,1,0.3,90,14,0.6,0.9,0.9,Browsing,2,7,7.2,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.8,4,Single,4,9
17,Male,West Ryan,11th,7.8,6.6,85,8,2.3,1,4,3,0,1.7,148,16,3.1,3,1.8,Other,2,6.9,10,21,Male,Graduate,UK,5.4,Facebook,Yes,6.5,6,In Relationship,3,7
18,Other,Sophiachester,12th,5,6.6,82,1,1.3,7,5,5,0,0.4,25,14,0.5,1,0,Other,1,4.8,6.5,20,Female,Undergraduate,Australia,4.4,Instagram,No,7.4,7,Single,2,5
19,Male,West Michaelland,9th,6.4,5.1,89,10,1,4,8,1,0,1.5,139,6,2.9,3.2,1,Gaming,5,5.3,10,22,Male,Graduate,Germany,4,Facebook,No,7.6,8,In Relationship,2,4
16,Other,Lake Davidfort,9th,4.7,3,83,10,0.9,8,2,9,0,1,102,5,2.1,1.2,1.4,Social Media,10,6.8,9.5,19,Female,Undergraduate,Japan,3.4,LINE,No,8.2,8,Single,1,3
18,Female,Lake Ashley,12th,6.1,5.3,94,3,1.5,1,7,9,1,1.2,100,13,3.6,0.8,0.5,Education,6,7.8,10,21,Male,Graduate,Italy,5.3,Instagram,Yes,6.8,5,Single,3,7
13,Other,Reyeston,11th,5,5.4,71,7,0,10,5,9,0,1.1,83,20,4.1,1.5,0.3,Social Media,2,4.6,10,20,Female,Undergraduate,South Korea,5,KakaoTalk,Yes,6.7,6,In Relationship,3,6
14,Female,Shawnfurt,11th,3.4,8.4,72,10,1.5,6,10,1,0,1,32,15,2.6,1.4,2.2,Education,10,2.8,6.8,22,Male,Graduate,Russia,4.4,VKontakte,No,7.6,7,Single,2,5
18,Female,Brandyview,7th,2,7.1,59,2,1.3,9,9,7,0,0.9,128,6,2.7,0.8,2,Other,7,9.7,5.7,19,Female,Undergraduate,USA,6.6,TikTok,Yes,5.6,4,In Relationship,4,9
19,Female,Garymouth,11th,6.6,6.9,83,8,0,4,8,3,1,1.2,40,10,3.4,1.8,1.4,Browsing,8,1.6,10,21,Male,Graduate,UK,5.3,Instagram,Yes,6.3,6,Single,3,7
19,Male,Derrickmouth,12th,2,7.9,99,5,1.7,10,8,2,1,1.4,103,8,3.2,0,2.1,Browsing,8,7.4,4.9,20,Female,Undergraduate,Australia,4.3,Facebook,No,7.5,7,In Relationship,2,5
15,Male,Wagnershire,12th,3.5,6.5,100,9,2,8,4,5,1,0.9,150,12,0.2,2.3,1.6,Gaming,7,2.7,8.1,22,Male,Graduate,Germany,3.8,Instagram,No,7.7,8,Single,1,4
14,Male,Rachelside,8th,8,4.8,74,0,1.9,6,4,4,1,0.8,80,19,3.7,1.8,2.1,Gaming,6,1.5,10,19,Female,Undergraduate,Japan,3.3,LINE,No,8.3,8,Single,1,3
14,Other,South Kimberly,11th,7.5,6.2,65,5,0.9,1,9,5,0,0.5,77,20,1.8,0.6,0.2,Browsing,8,4.9,10,21,Male,Graduate,Italy,5.2,TikTok,Yes,6.9,5,In Relationship,3,8
19,Female,Martinshire,7th,5,7.6,77,1,0.3,6,9,2,1,1.4,106,18,3.8,2.1,0.8,Other,8,4.2,10,20,Female,Undergraduate,South Korea,4.8,KakaoTalk,Yes,7,6,Single,3,6
19,Female,Rebeccaborough,8th,1.6,4.8,83,7,1.4,10,6,10,0,0.7,20,7,3.3,1.1,0.7,Browsing,8,6.1,5.4,22,Male,Graduate,Russia,4.3,VKontakte,No,7.7,7,In Relationship,2,5
18,Male,Port Brandon,7th,8.2,5.1,79,8,2.8,9,3,3,1,0.8,90,19,3.1,1.3,2.3,Other,7,6.3,10,19,Female,Undergraduate,USA,6.4,Instagram,Yes,5.7,4,Single,4,9
17,Male,East Kevinville,11th,4,3.3,69,3,1.7,3,3,8,1,1,142,9,3,0.2,1.7,Gaming,6,10.8,10,21,Male,Graduate,UK,5.2,Facebook,Yes,6.4,6,In Relationship,3,7
17,Female,Markfurt,8th,3.5,10,50,5,0,7,10,7,0,1,50,11,1.9,0.8,0.6,Education,7,4.3,4.4,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.3,7,Single,2,5
14,Male,North Robertstad,7th,2.6,7,94,3,2.2,4,4,5,0,0.9,150,5,1.9,2.5,0.4,Gaming,10,8.3,7.5,22,Male,Graduate,Germany,3.7,Facebook,No,7.8,8,In Relationship,1,4
13,Male,Laurietown,7th,7.6,7.8,93,4,0,7,2,7,0,1.2,67,19,3.2,2.6,1.2,Other,2,6.8,10,19,Female,Undergraduate,Japan,3.2,LINE,No,8.4,8,Single,1,3
15,Male,West Michael,9th,7.1,9.6,92,10,0.6,3,10,10,1,0.7,33,5,1,1.2,1.3,Social Media,6,6.6,6.2,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7
14,Female,North Richard,10th,6.8,5.8,77,5,1.2,5,7,8,0,1.8,21,5,1.4,1.1,0,Social Media,2,9.7,7.8,20,Female,Undergraduate,South Korea,4.7,KakaoTalk,Yes,7.1,6,In Relationship,3,6
15,Female,West Nathan,12th,3.7,5.5,57,8,0,2,9,3,0,1,33,17,3,0.2,0.7,Gaming,7,3.6,8.2,22,Male,Graduate,Russia,4.2,VKontakte,No,7.8,7,Single,2,5
15,Male,Tiffanyton,12th,5.2,5.2,68,9,1.3,5,1,3,1,0.7,20,13,2.4,1.4,0.5,Education,2,5.8,9.4,19,Female,Undergraduate,USA,6.6,TikTok,Yes,5.5,4,In Relationship,4,9
14,Female,North Johnstad,9th,6.2,6.2,80,3,0.9,4,9,10,1,0.2,35,10,2.4,1.4,1.1,Browsing,7,4.2,9.6,21,Male,Graduate,UK,5.1,Instagram,Yes,6.5,6,Single,3,7
14,Male,Frankhaven,12th,3.4,7.1,54,3,0.9,10,9,5,1,1.5,102,15,2.5,0.9,1.5,Gaming,10,8.2,8.3,20,Female,Undergraduate,Australia,4.4,Facebook,No,7.4,7,In Relationship,2,5
18,Male,Lake Richardside,10th,3.2,5.4,78,3,1.4,4,10,9,0,0.4,145,17,2.4,1.1,0.5,Social Media,7,4.6,10,22,Male,Graduate,Germany,3.6,Instagram,No,7.9,8,Single,1,4
14,Male,Lake Stevenland,8th,3.3,4.9,93,0,0.6,3,4,8,1,1.5,34,16,2,0,1.4,Gaming,1,2.4,6.7,19,Female,Undergraduate,Japan,3.1,LINE,No,8.5,8,Single,1,3
13,Other,Port Billyshire,7th,4,4.4,58,10,1,9,6,1,0,0.8,92,14,2,2.8,1.2,Social Media,9,5.9,10,21,Male,Graduate,Italy,5.3,TikTok,Yes,6.8,5,In Relationship,3,8
18,Other,Lisamouth,10th,4,8.8,71,8,0.7,10,5,4,0,1,120,16,1.7,3.7,0.9,Other,3,5.6,10,20,Female,Undergraduate,South Korea,4.6,KakaoTalk,Yes,7.2,6,Single,3,6
16,Other,Port Rebecca,7th,4.3,7,55,4,2,6,1,7,1,0.8,142,13,2.3,1.5,0,Social Media,6,8.2,10,22,Male,Graduate,Russia,4.1,VKontakte,No,7.9,7,In Relationship,2,5
16,Female,North Johnshire,8th,3.8,6,76,6,0.9,6,2,8,1,0.8,123,14,3.3,1.6,0.9,Other,10,8.2,10,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.4,4,Single,4,9
15,Male,Port Christina,10th,2.6,6.7,59,1,1,2,8,1,0,1.5,50,19,1.2,2.7,2,Gaming,8,6.4,8,21,Male,Graduate,UK,5,Facebook,Yes,6.6,6,In Relationship,3,7
16,Female,Brockchester,10th,6.3,5.9,88,1,0,9,10,9,0,0.5,141,11,3.5,1.1,0,Browsing,2,6.7,10,20,Female,Undergraduate,Australia,4.3,Instagram,No,7.5,7,Single,2,5
19,Female,Port Jeanfurt,11th,3.3,5,92,10,0,6,6,10,0,1.7,35,18,5,2.8,0.5,Gaming,6,7.1,10,22,Male,Graduate,Germany,3.5,Facebook,No,8,8,In Relationship,1,4
16,Female,West Elizabeth,11th,5.9,5,88,10,0,1,3,5,0,0.8,112,15,1.8,1.8,2,Browsing,5,1.8,10,19,Female,Undergraduate,Japan,3,LINE,No,8.6,8,Single,1,3
16,Other,Stephaniechester,8th,2.9,3.3,56,2,1.1,2,7,2,0,1.5,89,11,2.5,0,0.6,Browsing,5,6.2,7.7,21,Male,Graduate,Italy,5.2,Instagram,Yes,6.9,5,Single,3,7
18,Other,Melissatown,11th,5.5,7.5,97,7,2.1,8,8,10,1,1.2,118,17,3.4,1.9,0.4,Gaming,8,6,10,20,Female,Undergraduate,South Korea,4.5,KakaoTalk,Yes,7.3,6,In Relationship,3,6
18,Female,East Steven,11th,4.7,7.2,69,4,1.2,8,4,4,0,0.8,53,11,3,2.2,0.7,Browsing,1,6.2,9.6,22,Male,Graduate,Russia,4,VKontakte,No,8,7,Single,2,5
18,Female,East Juliaborough,9th,8.6,8.1,72,7,0.6,5,2,3,0,1.5,101,19,2,2.1,2.1,Social Media,5,2.9,10,19,Female,Undergraduate,USA,6.8,TikTok,Yes,5.3,4,In Relationship,4,9
17,Female,West Tiffanystad,7th,5,4.3,66,9,1,4,7,2,0,0.5,28,15,5,2.4,0.8,Browsing,7,6.9,10,21,Male,Graduate,UK,4.9,Instagram,Yes,6.7,6,Single,3,7
13,Female,Port Charles,10th,7,5.7,57,3,0.9,2,4,10,1,1.1,57,12,4.8,1.2,1,Education,7,5.4,10,20,Female,Undergraduate,Australia,4.2,Facebook,No,7.6,7,In Relationship,2,5
16,Male,New Abigailborough,7th,3.4,5.5,61,1,1,2,8,9,1,1.3,27,12,1.8,0.6,1.4,Other,10,5.5,6,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Single,1,4
19,Male,Hugheshaven,10th,2.7,7.3,82,8,1.5,10,1,2,0,1.3,131,10,2.2,0.9,1.7,Browsing,5,6.7,6.8,19,Female,Undergraduate,Japan,2.9,LINE,No,8.7,8,Single,1,3
17,Male,Contrerasburgh,12th,4.6,8.9,93,6,1.3,5,7,7,0,1,44,8,1,0.8,0.3,Other,4,6.2,4.4,21,Male,Graduate,Italy,5.1,TikTok,Yes,7,5,In Relationship,3,8
19,Female,South Nicole,12th,4.2,7.5,87,5,0.3,9,1,8,0,0.9,75,8,1.5,3.8,1.6,Other,1,8.3,8.9,20,Female,Undergraduate,South Korea,4.4,KakaoTalk,Yes,7.4,6,Single,3,6
17,Other,Wendymouth,10th,4,7.1,98,6,1.9,6,1,8,1,0.3,79,16,1.8,3.4,1,Education,5,4.9,10,22,Male,Graduate,Russia,3.9,VKontakte,No,8.1,7,In Relationship,2,5
13,Female,Annafurt,7th,5.3,4.4,68,10,0.2,2,7,6,0,0.4,136,9,2.7,1.9,1,Gaming,4,10.1,10,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.2,4,Single,4,9
18,Other,Susanport,12th,3.3,6.7,69,2,0.5,6,4,7,0,1.6,20,10,1,0,0.2,Education,8,5.4,3.3,21,Male,Graduate,UK,4.8,Facebook,Yes,6.8,6,In Relationship,3,7
17,Female,New Edwardfurt,9th,3.4,6.2,79,10,1,10,5,2,0,0.9,109,11,4.3,2.3,2.3,Gaming,7,6.2,10,20,Female,Undergraduate,Australia,4.1,Instagram,No,7.7,7,Single,2,5
18,Female,Watersland,12th,3.7,6.5,99,1,0.3,5,3,9,1,0.5,93,6,1,3.3,1.3,Other,3,2.8,7.8,22,Male,Graduate,Germany,3.3,Facebook,No,8.2,8,In Relationship,1,4
18,Female,South Dana,11th,5.2,6.3,76,10,0.8,10,10,5,0,1,125,20,3,0,0.7,Social Media,3,2.8,10,19,Female,Undergraduate,Japan,2.8,LINE,No,8.8,8,Single,1,3
17,Female,Hortonmouth,8th,8.2,7.6,62,10,1.5,2,6,2,0,0.8,61,10,2.2,0,1.2,Social Media,3,7.7,9.8,21,Male,Graduate,Italy,5,Instagram,Yes,7.1,5,Single,3,7
13,Other,Daughertyshire,10th,6.2,6.1,67,8,0.2,10,10,3,1,0.8,95,11,2.6,1.9,0.7,Social Media,3,4.2,10,20,Female,Undergraduate,South Korea,4.3,KakaoTalk,Yes,7.5,6,In Relationship,3,6
16,Female,Carlastad,10th,7,7.4,93,7,2,7,4,8,1,1.3,94,19,3.1,1.6,1.3,Social Media,2,3.5,10,22,Male,Graduate,Russia,3.8,VKontakte,No,8.2,7,Single,2,5
13,Male,Millsbury,7th,3.7,5.3,79,3,1.2,8,3,4,1,1.4,96,7,2.5,1.6,2.2,Browsing,7,5.3,8.5,19,Female,Undergraduate,USA,7,TikTok,Yes,5.1,4,In Relationship,4,9
15,Other,Hernandezbury,12th,8.2,5.1,76,4,1.1,6,1,4,1,0.9,29,12,2.3,1.4,1.5,Gaming,3,7.5,10,21,Male,Graduate,UK,4.7,Instagram,Yes,6.9,6,Single,3,7
15,Female,North Kellychester,9th,7.5,8.4,95,10,0,8,4,5,1,1.9,56,7,1.8,2.3,1.2,Browsing,8,5,9.9,20,Female,Undergraduate,Australia,4,Facebook,No,7.8,7,In Relationship,2,5
16,Male,Lake Pamelaberg,8th,2.5,6.7,81,1,1.6,7,1,8,1,0.6,85,6,1.2,2.1,0.7,Other,5,7.4,5.4,22,Male,Graduate,Germany,3.2,Instagram,No,8.3,8,Single,1,4
16,Other,Brendastad,11th,6,6.7,80,7,1.1,7,1,10,0,1.7,133,7,2.9,2.2,0,Education,8,5.4,10,19,Female,Undergraduate,Japan,2.7,LINE,No,8.9,8,Single,1,3
19,Female,Hartmouth,7th,4.8,4.8,59,0,0.8,7,1,5,0,0.5,55,13,2,1.2,1.5,Other,7,3.3,9.3,21,Male,Graduate,Italy,4.9,TikTok,Yes,7.2,5,In Relationship,3,8
16,Female,Williamsfurt,8th,4.5,8.7,57,9,0.3,9,8,1,0,0.4,147,10,1,0.9,0.3,Other,5,2.8,7,20,Female,Undergraduate,South Korea,4.2,KakaoTalk,Yes,7.6,6,Single,3,6
18,Male,South Raymondmouth,9th,6.2,6.9,67,2,0.3,8,9,2,1,1.1,122,16,2.3,1.4,1.9,Education,6,4.7,10,22,Male,Graduate,Russia,3.7,VKontakte,No,8.3,7,In Relationship,2,5
18,Other,Angelaburgh,9th,7.8,5.4,91,8,0.9,9,6,4,0,1,147,11,2.8,1.3,0.9,Browsing,10,2.4,10,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5,4,Single,4,9
16,Male,West Jenniferfort,8th,6.5,6,85,0,0.1,8,4,9,0,0.3,108,18,1.4,0.7,0,Gaming,6,5.3,10,21,Male,Graduate,UK,4.6,Facebook,Yes,7,6,In Relationship,3,7
17,Other,Robertsside,8th,4.1,10,56,2,0.5,6,2,1,1,0.8,128,6,1,1.6,0,Browsing,10,8.9,5.5,20,Female,Undergraduate,Australia,3.9,Instagram,No,7.9,7,Single,2,5
15,Female,New Charles,9th,4,6.5,87,8,0.2,2,10,9,1,1.7,59,6,4.1,0.4,0.3,Social Media,1,5.3,7.6,22,Male,Graduate,Germany,3.1,Facebook,No,8.4,8,In Relationship,1,4
17,Other,Davidfort,10th,3.8,7,96,4,1.4,5,7,7,1,0.4,128,17,2.4,0,0.4,Social Media,3,5,8.7,19,Female,Undergraduate,Spain,5.2,Instagram,Yes,6.8,6,Single,3,7
13,Other,West Aaronchester,12th,5.3,5.7,76,0,0.8,9,3,9,1,0.2,71,19,1.5,2,0.3,Education,9,6.8,10,21,Male,Graduate,Denmark,4.1,Facebook,No,7.8,8,In Relationship,2,4
18,Male,New Sherry,7th,2.4,7.2,85,7,0,9,6,8,1,0.4,40,18,3.3,1.9,0,Gaming,4,4.4,8.4,20,Female,Undergraduate,Ireland,5,Instagram,Yes,7,7,Single,3,6
16,Male,West Vanessaport,12th,3.3,5.7,83,10,0.8,7,5,8,1,1.6,120,7,2.8,2.9,2.2,Gaming,10,8.1,10,22,Male,Graduate,India,5.8,WhatsApp,Yes,6.5,5,In Relationship,4,8
16,Other,East Claudiafort,12th,6.8,8.5,69,3,0.6,1,3,3,0,1.7,50,7,3.7,3,0.3,Other,1,5.3,10,19,Female,Undergraduate,Switzerland,4,Instagram,No,7.9,8,Single,2,4
14,Male,Taraport,11th,6.2,5.8,53,2,0,3,6,5,0,1.7,109,19,2.1,1.9,1.1,Other,5,4.3,10,21,Male,Graduate,Turkey,5.5,Instagram,Yes,6.7,6,Single,3,7
14,Female,South Vincentshire,10th,3.9,5.3,63,10,1.3,8,2,7,1,1.6,141,19,1.3,2.4,0.3,Other,8,3,10,20,Female,Undergraduate,USA,6.8,TikTok,Yes,5.5,5,In Relationship,4,9
16,Female,Fosterberg,8th,3.7,6.7,53,6,1.9,10,8,7,0,1.7,26,9,2.3,0,0,Education,7,8.2,5,22,Male,Graduate,Mexico,5.6,WhatsApp,Yes,6.6,6,Single,3,7
15,Male,Christinafurt,9th,4.5,5.3,62,7,0,4,1,9,0,0.6,44,17,1.6,1.7,1,Gaming,7,7.7,9.4,19,Female,Undergraduate,France,4.5,Instagram,No,7.5,7,In Relationship,2,5
15,Female,Port Robinbury,11th,7.3,4.4,62,0,0.3,10,7,9,0,1.6,62,14,4.4,2.5,1,Other,8,9.1,10,21,Male,Graduate,Canada,5.3,Instagram,Yes,6.9,6,Single,3,7
17,Male,New Williamchester,10th,6.9,8.3,83,6,2.4,3,1,1,1,0.7,107,16,1.4,1.4,1.4,Education,1,8.6,10,20,Female,Undergraduate,Spain,5.1,TikTok,Yes,6.7,6,Single,3,7
16,Male,New Joshua,10th,6.9,8.1,76,10,1,1,5,2,0,0.4,67,20,0.9,1.8,0.5,Browsing,10,6.5,10,22,Male,Graduate,Denmark,3.9,Facebook,No,7.9,8,In Relationship,2,4
17,Other,Lake Danielleburgh,10th,6.8,5.4,75,3,1,9,9,6,0,0.8,25,20,1.7,0.3,1.6,Other,10,4.1,10,19,Female,Undergraduate,Ireland,4.8,Instagram,Yes,7.1,7,Single,3,6
17,Male,Port Shaunhaven,11th,4.7,6.9,78,9,1.3,9,2,3,0,1.2,91,6,2.6,0.9,1.3,Education,8,4.6,7.8,21,Male,Graduate,India,5.9,WhatsApp,Yes,6.4,5,In Relationship,4,8
18,Female,West Tony,12th,4.3,3.8,93,6,0.6,1,7,5,1,0.6,89,9,2,1,0.7,Social Media,5,4.7,9,20,Female,Undergraduate,Switzerland,3.8,Instagram,No,8,8,Single,2,4
15,Male,Port Andrea,9th,2.2,3.8,94,6,1.2,8,9,6,1,1.4,100,16,3.5,3.3,1.2,Other,4,6.3,10,22,Male,Graduate,Turkey,5.4,TikTok,Yes,6.8,6,Single,3,7
19,Female,East Michaelside,11th,4.3,5.4,56,10,1.6,9,2,10,1,0.9,144,8,3.3,2,0.2,Education,4,7.7,10,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.4,5,In Relationship,4,9
13,Male,Ryanview,8th,4,6.7,89,9,0.6,5,8,7,0,1.6,26,20,2.9,1.1,1.4,Gaming,5,6,9.2,21,Male,Graduate,Mexico,5.7,WhatsApp,Yes,6.5,6,Single,3,7
14,Other,East Daniel,9th,9.2,8.3,96,2,1.3,10,3,9,1,2,95,14,1.6,1,1.9,Education,4,4.2,10,20,Female,Undergraduate,France,4.4,Instagram,No,7.6,7,In Relationship,2,5
19,Male,Butlertown,12th,6.7,5.8,95,6,0,4,8,10,1,0.9,53,11,2.4,1.4,1.7,Education,8,2.6,10,22,Male,Graduate,Canada,5.2,TikTok,Yes,7,6,Single,3,7
16,Other,New Ashley,7th,5.3,8.5,99,5,0.5,5,3,9,0,0.7,85,15,2.6,0.7,1.1,Browsing,5,2,9,19,Female,Undergraduate,Spain,5,Instagram,Yes,6.9,6,Single,3,7
19,Female,North Cindyberg,10th,2.9,8.1,82,0,1.2,1,2,7,1,1.4,129,5,2.1,2.3,0.8,Browsing,10,7,6.8,21,Male,Graduate,Denmark,3.8,Facebook,No,8,8,In Relationship,2,4
19,Male,Port Lisaville,10th,5.1,9.9,84,9,1.2,4,4,10,1,0.5,66,7,3,1.2,1.2,Other,7,6.9,7.1,20,Female,Undergraduate,Ireland,4.7,TikTok,Yes,7.2,7,Single,3,6
15,Female,Williamsbury,10th,3.2,8.8,79,6,0.8,6,6,10,1,1.3,75,12,2.1,1.7,1.4,Other,9,5.7,6.5,22,Male,Graduate,India,6,WhatsApp,Yes,6.3,5,In Relationship,4,8
18,Male,Colemanville,11th,6.1,7.4,73,6,0.1,2,7,7,0,1.5,59,5,2.6,2,1.1,Social Media,10,5.3,9.2,19,Female,Undergraduate,Switzerland,3.7,Instagram,No,8.1,8,Single,2,4
13,Other,Beverlyfort,11th,3.4,5.4,92,4,2.2,6,1,7,0,0.7,25,16,2.3,0.8,1.1,Social Media,7,7.4,7.5,21,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6,Single,3,7
13,Male,Port Amandastad,9th,5.7,5.8,95,8,1.1,1,3,8,1,1.4,64,19,2.5,1.4,1.2,Education,6,9.7,10,20,Female,Undergraduate,USA,7,TikTok,Yes,5.3,5,In Relationship,4,9
15,Female,West Dakotaview,8th,3.1,9.2,75,8,1.2,2,10,2,1,1.3,41,19,3.5,1.1,0.2,Social Media,8,7.5,7.7,22,Male,Graduate,Mexico,5.8,WhatsApp,Yes,6.4,6,Single,3,7
17,Female,West Danielland,10th,2.6,6.9,86,2,1.6,4,7,5,1,0.8,44,9,2.2,2.2,2.9,Other,10,5.1,6.2,19,Female,Undergraduate,France,4.3,Instagram,No,7.7,7,In Relationship,2,5
13,Other,Jacksonmouth,10th,4.3,6.4,73,10,1.7,5,7,3,0,0.7,73,9,1,1,1.2,Gaming,4,3.3,6.4,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,7
18,Other,North Jacob,11th,6.7,6.6,95,0,1.2,8,2,6,0,0.7,93,15,3.8,0.3,1.7,Browsing,2,4.1,10,20,Female,Undergraduate,Spain,4.9,TikTok,Yes,7,6,Single,3,7
17,Female,Port Dawn,12th,8.6,6,56,0,2.1,7,10,9,0,1.3,114,17,2.1,0.1,0.9,Education,10,5.4,10,22,Male,Graduate,Denmark,3.7,Facebook,No,8.1,8,In Relationship,2,4
14,Female,North Danastad,11th,3.2,7.3,74,1,0.2,6,8,7,1,1.4,106,11,1.8,0.3,1.4,Social Media,9,5.3,6,19,Female,Undergraduate,Ireland,4.6,Instagram,Yes,7.3,7,Single,3,6
19,Female,Troyburgh,8th,7.1,8.7,100,1,0.7,8,7,5,0,1,82,14,2.9,1.6,1.1,Education,7,5.8,10,21,Male,Graduate,India,6.1,WhatsApp,Yes,6.2,5,In Relationship,4,8
14,Other,Howardbury,8th,6.8,7.5,84,1,2.7,7,8,10,0,1.7,116,9,1.3,1.2,1.3,Education,4,7.7,9.7,20,Female,Undergraduate,Switzerland,3.6,Instagram,No,8.2,8,Single,2,4
13,Other,North Michael,9th,8.8,6.8,83,9,0.3,2,2,1,1,1.4,149,5,3,1,2,Social Media,10,6.3,10,22,Male,Graduate,Turkey,5.2,TikTok,Yes,7,6,Single,3,7
16,Female,Omarborough,10th,5,6.6,50,2,0.9,9,3,5,0,1.1,69,16,3.6,1.7,2.2,Other,7,4.8,10,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.2,5,In Relationship,4,9
17,Male,Bowmanport,7th,5.5,6.8,51,4,1.8,10,1,8,1,1.1,96,13,3.3,4,0,Other,9,6.5,10,21,Male,Graduate,Mexico,5.9,WhatsApp,Yes,6.3,6,Single,3,7
18,Female,Markbury,7th,4.6,6.6,99,3,1.7,5,4,7,1,0.9,43,5,3.2,0.5,2.5,Browsing,10,2.5,6.9,20,Female,Undergraduate,France,4.2,Instagram,No,7.8,7,In Relationship,2,5
15,Male,North Harold,12th,4.8,7.5,68,9,0,4,2,2,1,0.7,102,11,2.7,1.1,1.2,Browsing,1,5.9,9.1,22,Male,Graduate,Canada,5,TikTok,Yes,7.2,6,Single,3,7
